Fantastic Four (2015),105
Kick-Ass (Movies),105
Onmyouji | The Yin-Yang Master (Movies),105
Split (2016),105
Equilibrium (2002),104
Grease - All Media Types,104
Mænd & høns | Men & Chicken (2015),104
The Last Unicorn - All Media Types,103
Mary Poppins (1964),103
The World's End (2013),103
Pride (2014),102
WALL-E (2008),102
Hellraiser & Related Fandoms,101
Universal Monsters Universe,101
Whiplash (2014),101
Beetlejuice - All Media Types,100
Charlie and the Chocolate Factory (2005),100
The Jungle Book - All Media Types,99
A Nightmare on Elm Street (Movies 1984-1994),99
Legally Blonde - All Media Types,98
Sucker Punch (2011),98
Alice in Wonderland (1951),97
Call Me By Your Name (2017),97
Dark City (1998),97
Kill Bill (Movies),97
Batman (Movies 1989-1997),96
The Nice Guys (2016),96
Warm Bodies - All Media Types,96
Chronicle (2012),95
Sense and Sensibility - All Media Types,95
Singin' in the Rain (1952),95
Ferris Bueller's Day Off (1986),94
Kick-Ass (2010),94
Kill Your Darlings (2013),93
Maurice (1987),92
Olympus Has Fallen (Movies),92
Prince of Persia - All Media Types,92
Riddick (2013),91
Trouble in the Heights (2011),91
Cloud Atlas (2012),90
Corpse Bride (2005),90
Sleepy Hollow (1999),90
Unrelated (2007),90
Gattaca (1997),88
Spy (2015),88
Lawrence of Arabia (1962),87
Trainspotting (Movies),87
Ladyhawke (1985),86
Scream (Movies),86
Tremors - All Media Types,86
Grease (1978),85
Hitchhiker's Guide to the Galaxy (2005),85
Nochnoy Dozor | Watch Series - All Media Types,85
Stargate (1994),85
Victor Frankenstein (2015),85
Justice League: Gods and Monsters (2015),84
Love Actually (2003),84
The Music Man (1962),84
1776 (1972),83
Hellraiser (Movies),83
Dogma (1999),82
The Purge (Movies),82
Tarzan (1999),82
The Three Musketeers (2011),82
The Wizard Of Oz (1939),82
Abraham Lincoln: Vampire Hunter (2012),81
The Adventures of Buckaroo Banzai Across The 8th Dimension (1984),81
The Cabin in the Woods (2011),81
Interstellar (2014),81
Jumper (2008),81
Kubo and the Two Strings (2016),81
Moulin Rouge! (2001),81
Sorcerer's Apprentice (2010),81
Sunshine (2007),80
Top Gun (1986),80
Baahubali (Movies),79
Edge of Tomorrow (2014),79
Superman (Christopher Reeve Movies),79
Withnail & I (1986),79
Bee Movie (2007),78
Enchanted (2007),78
Eragon (2006),78
Mean Girls (2004),78
Stardust (2007),78
Crows Zero (Movies),77
Drake's Venture (1980),77
Independence Day (Movies),77
Lazer Team (2015),77
Ex Machina (2015),76
Tinker Bell (Movies),76
American Girl Dolls - All Media Types,74
Beetlejuice (1988),74
Bend It Like Beckham (2002),74
Brideshead Revisited - All Media Types,74
Stand By Me (1986),74
The League of Extraordinary Gentlemen (2003),73
The Prince of Egypt (1998),73
Red Canyon (2008),73
Black Swan (2010),72
Hairspray (2007),72
Hotel Transylvania (Movies),72
The Imitation Game (2014),72
The King's Speech (2010),72
The Town (2010),72
Legend (2015),71
My Bloody Valentine (2009),71
101 Dalmatians - All Media Types,70
Daredevil (2003),70
Fury (2014),70
Jesus Christ Superstar - All Media Types,70
Proof of Life (2000),70
Swan Lake & Related Fandoms,70
Galaxy Quest (1999),69
Jagten | The Hunt (2012),69
Mamma Mia! (2008),69
Millennium Trilogy - All Media Types,69
Clue | Cluedo - All Media Types,68
Magic Mike (Movies),68
Stonehenge Apocalypse (2010),68
Emperor's New Groove (2000),67
Hitman: Agent 47 (2015),67
Legion (2010),67
Prince of Persia: The Sands of Time - All Media Types,67
Wild Target (2010),67
Atomic Blonde (2017),66
The Crow - All Media Types,66
Dracula Untold (2014),66
A.I. Artificial Intelligence (2001),65
Moonlight (2016),65
Ravenous (1999),65
Stoker (2013),65
This Means War (2012),65
Carrie - All Media Types,64
Gladiator (2000),64
The Hurt Locker (2008),64
Rise of the Planet of the Apes (Movies),64
10 Things I Hate About You (1999),63
The Hobbit (1977),63
Little Shop of Horrors - All Media Types,63
The Perks of Being a Wallflower - All Media Types,63
Planes (Movies),63
9 (2009),62
D.E.B.S. (2004),62
The Godfather (1972 1974 1990),62
Hannibal Rising (2007),62
Scott Pilgrim vs. the World (2010),62
Tombstone (1993),62
