KÀ - Cirque du Soleil,8
The King & I - All Media Types,8
Little Shop of Horrors - Menken/Ashman,8
Merrily We Roll Along - Sondheim/Furth,8
The Mikado - Sullivan/Gilbert,8
Raveleijn - Merkelbach/van Loon,8
Swan Lake (Bourne),8
21 Chump Street - Miranda,7
All's Well That Ends Well - Shakespeare,7
An American in Paris - Gershwin/Lucas,7
Bat Out Of Hell: The Musical - Steinman,7
Cat on a Hot Tin Roof - Williams,7
The CiviliTy of Albert Cashier - Stevens & Wooden/Deratany,7
Copenhagen - Frayn,7
The Devil Gets All The Best Tunes - Pearse/Ferguson,7
Die Dreigroschenoper | Threepenny Opera - Brecht/Weill,7
Eddie Izzard - Standup Routines,7
Edward II - Marlowe,7
En Attendant Godot | Waiting for Godot - Beckett,7
Lilium ~少女純潔歌劇~ - 和田/末満 | Lilium - Wada/Suemitsu,7
The Mousetrap - Christie,7
A New Brain - Finn/Lapine,7
Priscilla Queen of the Desert - Elliott/Scott,7
Secret Garden - Norman/Simon,7
TRIANGLE - Ichikawa/Shioda,7
The Wind in the Willows - Stiles/Drewe/Grahame,7
1789: Les Amants de la Bastille - Various Composers/Attia & Chouquet,6
Aida - John/Rice/Woolverton & Falls & Hwang,6
Antony and Cleopatra - Shakespeare,6
Bloody Bloody Andrew Jackson - Friedman/Timbers,6
La Cage aux Folles - All Media Types,6
Cymbeline - Shakespeare,6
Dead Man's Party - Six Flags,6
The Diary of a Provincial Lady - Hudson/Pearse,6
Dog Sees God: Confessions of a Teenage Blockhead - Royal,6
H.M.S. Pinafore - Sullivan/Gilbert,6
King John - Shakespeare,6
Love's Labour's Lost - Shakespeare,6
Medea - Euripides,6
The New Albion Radio Hour: A Dieselpunk Opera - Shapera,6
Nobunaga The Fool,6
Párizsi élet (Színház),6
Der Rosenkavalier | The Knight of the Rose - Strauss/von Hoffmannsthal/von Kessler,6
Seussical: The Musical - Flaherty/Ahrens,6
Turandot - Puccini,6
Urinetown: The Musical - Hollmann/Kotis,6
La vie parisienne - Meilhac/Halévy/Offenbach,6
Bat Boy: The Musical - O'Keefe/Farley/Flemming,5
Club SLAZY - Miura & Ise,5
Criminal Improv Series - Criminal Improv Comedy,5
Csínom Palkó - Farkas/Dékany/Lőrinczy,5
Dracula: l'amour plus fort que la mort - Ouali,5
End Days - Laufer,5
Giselle (Ballet),5
Hairspray - Shaiman/Wittman & Shaiman/O'Donnell & Meehan,5
Holy Musical B@man - Team StarKid,5
Huis Clos | No Exit - Sartre,5
If/Then - Kitt/Yorkey,5
Man of La Mancha - Wasserman/Darion/Leigh,5
Le Mariage de Figaro | The Marriage of Figaro - Beaumarchais,5
Merry Wives of Windsor - Shakespeare,5
Monty Python's Spamalot,5
Starmania - Berger/Plamondon,5
Aida - Verdi/Ghislanzoni,4
An Atompunk Opera: The New Albion Guide to Analogue Consciousness - Shapera,4
Cinderella - Rodgers/Hammerstein/Beane,4
Don Juan in Soho - Marber,4
Evita - All Media Types,4
Giulietta e Romeo - Cocciante/Panella,4
Hedda Gabler - Ibsen,4
The Hunchback of Notre Dame - Menken/Schwartz/Parnell,4
The Jew of Malta - Marlowe,4
Matthew Bourne's Sleeping Beauty: A Gothic Romance,4
Picnic - Inge,4
Pippin - Schwartz/Hirson,4
Proof - Auburn,4
Rebecca - Levay/Kunze,4
Romeo & Juliet - Takarazuka Revue,4
Who's Afraid of Virginia Woolf? - Albee,4
You Can't Take It With You - All Media Types,4
3 Musketiers - Bolland/Bolland,3
Adam et Eve la Seconde Chance - Obispo/Duprez,3
The Addams Family - Lippa/Brickman & Elice,3
Anything Goes - Porter,3
La Bayadère,3
Blackbird - Harrower,3
La bohème - Puccini/Illica/Giacosa,3
A Chorus Line - Hamlisch/Klebin/Kirkwood & Dante,3
Les Contes d'Hoffman - Offenbach/Barbier,3
Così fan tutte - Mozart/Da Ponte,3
Damn Yankees - Adler/Ross/Abbott/Wallop,3
Don Carlos - Friedrich Schiller,3
Don Juan - Gray,3
The Fix - Rowe/Dempsey,3
The Fourth Messenger - Teng/Shaffer,3
Fun Home - Tesori/Kron,3
銀の狼 | Gin no Ookami | Silver Wolf - Takarazuka Revue,3
The Glass Menagerie - Williams,3
ごがくゆう | Gogakuyuu,3
How To Succeed In Business Without Really Trying - Loesser/Burrows & Weinstock & Gilbert,3
Die Kameliendame | Lady of the Camellias - Chopin/Neumeier,3
Kiss of the Spider Woman - All Media Types,3
The Lady's Not for Burning - Fry,3
A Little Night Music - Sondheim/Wheeler,3
Paris Letter - Jon Robin Baitz,3
Passion - Sondheim/Lapine,3
Ruddigore - Sullivan/Gilbert,3
Sunday in the Park with George - Sondheim/Lapine,3
La Sylphide,3
Tosca - Puccini/Illica/Giacosa,3
Troades | The Trojan Women - Euripides,3
Twisted: The Untold Story of a Royal Vizier - Holmes/McMahon/Lang & Lang & Gale,3
The Unfortunates - Beavers/Monsef/Merrigan/Hurt,3
Venice - Sax/Rosen,3
A View from the Bridge - Miller,3
The Woman in White - Webber/Zippel/Jones,3
YANK! - Zellnik/Zellnik,3
1789 - バスティーユの恋人たち | 1789: Les Amants de la Bastille - Takarazuka Revue,2
9 to 5 the Musical - Parton/Resnick,2
Aladdin - Menken/Ashman,2
Altar Boyz - Adler/Walker/Del Aguila,2
Amélie - Messé/Tysen/Lucas,2
Another Country - Julian Mitchell,2
Antigone - Anouilh,2
Artaserse - Pietro Metastasio,2
Ascunion - Eisenberg,2
Av. Larco: El Musical - Tondero Producciones,2
Bara no Fuuin | Seal of Roses - Takarazuka Revue,2
Becket - Anouilh,2
The Beggar's Opera - Pepusch/Gay,2
Bérénice - Racine,2
The Black Rider - Waits/Burroughs,2
Bring It On - Miranda & Kitt/Green & Miranda/Whitty,2
Circle Mirror Transformation - Baker,2
Crazy For You - Ludwig/Gershwin,2
Death Note: The Musical - Wildhorn/Murphy,2
Drood - Holmes,2
Dziady | Forefather's Eve - Mickiewicz,2
Et dukkehjem | A Doll's House - Henrik Ibsen,2
Evita - Webber/Rice,2
Faust - Gounod/Barbier,2
The Female Odd Couple - Simon,2
Die Fledermaus - Strauss II/Haffner/Genée,2
Godspell - Schwartz,2
Grease - Jacobs & Casey & Farrar,2
The Hard Problem - Stoppard,2
Hernani; ou l’Honneur castillan - Hugo,2
An Ideal Husband - Wilde,2
Idomeneo - Mozart/Varesco,2
Invention of Love - Stoppard,2
James I: The Key Will Keep the Lock - Munro,2
Kiss Me Kate - All Media Types,2
Koozå - Cirque du Soleil,2
Kordian - Słowacki,2
L'italiana in Algeri | The Italian Girl in Algiers - Rossini/Anelli,2
Machine - Tan Tarn How,2
Madama Butterfly - Puccini/Illica/Giacosa,2
Mary Poppins - Sherman/Stiles/Drew/Fellowes,2
Matilda the Musical - Minchin/Kelly,2
Moses und Aron - Schoenberg,2
Murder in the Cathedral - Eliot,2
Mutter Courage und ihre Kinder | Mother Courage - Brecht/Steffin,2
Nuestras Vidas Privadas | Our Private Life - Rozo,2
L'Oiseau bleu | The Blue Bird - Maeterlinck,2
Once Upon a Mattress - Rodgers/Barer/Fuller/Thompson,2
Our Boys - Jonathan Lewis,2
The Perfect American - Glass/Wurlitzer,2
Pericles: Prince of Tyre - Shakespeare,2
Peter and the Starcatcher - Elice,2
Portal 2: The (Unauthorized) Musical - geekenders,2
R.U.R. - Čapek,2
Ragtime - Flaherty/Ahrens/McNally,2
The Rake's Progress - Stravinsky/Auden/Kallman,2
